OrderID,OrderDate,CustomerID,ProductID,ProductName,Category,Region,UnitsSold,UnitPrice,Discount,Cost,SalesAmount,GrossProfit
O11529,2024-06-29,C1010,P221,Product 22,Office Supplies,East,5,26.26,0.0,15.92,131.3,51.7
O11530,2024-06-29,C1001,P204,Product 5,Office Supplies,North,3,365.41,0.0,149.12,1096.23,648.87
O11531,2024-06-30,C1036,P200,Product 1,Electronics,East,7,207.23,0.0,104.52,1450.61,718.97
O11532,2024-06-30,C1001,P218,Product 19,Office Supplies,North,11,203.65,0.0,85.36,2240.15,1301.19
O11533,2024-06-30,C1001,P207,Product 8,Office Supplies,North,9,339.87,0.0,183.74,3058.83,1405.17
O11534,2024-06-30,C1020,P204,Product 5,Office Supplies,South,5,365.41,0.15,149.12,1552.99,807.39
O11535,2024-06-30,C1024,P228,Product 29,Electronics,South,6,253.39,0.0,88.43,1520.34,989.76
O11536,2024-06-30,C1002,P201,Product 2,Software,West,6,80.89,0.0,49.22,485.34,190.02
O11537,2024-06-30,C1018,P200,Product 1,Electronics,West,19,207.23,0.05,104.52,3740.5,1754.62
O11538,2024-07-01,C1029,P224,Product 25,Office Supplies,South,19,570.22,0.0,191.49,10834.18,7195.87
O11539,2024-07-01,C1046,P201,Product 2,Software,West,7,80.89,0.0,49.22,566.23,221.69
O11540,2024-07-03,C1053,P202,Product 3,Office Supplies,West,5,97.88,0.0,36.6,489.4,306.4
O11541,2024-07-03,C1019,P200,Product 1,Electronics,East,8,207.23,0.0,104.52,1657.84,821.68
O11542,2024-07-04,C1041,P219,Product 20,Software,East,12,459.87,0.0,188.0,5518.44,3262.44
O11543,2024-07-04,C1023,P206,Product 7,Electronics,South,14,235.09,0.1,103.91,2962.13,1507.39
O11544,2024-07-04,C1022,P211,Product 12,Office Supplies,North,9,437.23,0.0,150.23,3935.07,2583.0
O11545,2024-07-04,C1031,P217,Product 18,Software,West,13,311.91,0.15,117.62,3446.61,1917.55
O11546,2024-07-04,C1004,P217,Product 18,Software,North,15,311.91,0.0,117.62,4678.65,2914.35
O11547,2024-07-04,C1017,P215,Product 16,Furniture,West,9,215.0,0.0,77.58,1935.0,1236.78
O11548,2024-07-04,C1025,P216,Product 17,Electronics,South,18,370.37,0.05,147.09,6333.33,3685.71
O11549,2024-07-07,C1025,P227,Product 28,Electronics,South,16,59.97,0.0,24.28,959.52,571.04
O11550,2024-07-07,C1032,P228,Product 29,Electronics,North,14,253.39,0.0,88.43,3547.46,2309.44
O11551,2024-07-07,C1042,P224,Product 25,Office Supplies,West,17,570.22,0.0,191.49,9693.74,6438.41
O11552,2024-07-09,C1029,P225,Product 26,Furniture,South,14,213.13,0.0,73.51,2983.82,1954.68
O11553,2024-07-09,C1017,P220,Product 21,Electronics,West,7,278.07,0.0,101.91,1946.49,1233.12
O11554,2024-07-09,C1039,P222,Product 23,Software,South,14,84.86,0.0,40.78,1188.04,617.12
O11555,2024-07-09,C1053,P217,Product 18,Software,West,9,311.91,0.0,117.62,2807.19,1748.61
O11556,2024-07-09,C1036,P218,Product 19,Office Supplies,East,6,203.65,0.0,85.36,1221.9,709.74
O11557,2024-07-09,C1023,P219,Product 20,Software,South,4,459.87,0.15,188.0,1563.56,811.56
O11558,2024-07-09,C1025,P220,Product 21,Electronics,South,11,278.07,0.0,101.91,3058.77,1937.76
O11559,2024-07-10,C1015,P228,Product 29,Electronics,South,17,253.39,0.0,88.43,4307.63,2804.32
O11560,2024-07-11,C1011,P225,Product 26,Furniture,West,16,213.13,0.0,73.51,3410.08,2233.92
O11561,2024-07-11,C1042,P202,Product 3,Office Supplies,West,17,97.88,0.0,36.6,1663.96,1041.76
O11562,2024-07-11,C1040,P203,Product 4,Furniture,West,16,477.65,0.0,181.0,7642.4,4746.4
O11563,2024-07-12,C1052,P223,Product 24,Software,West,2,31.6,0.0,19.77,63.2,23.66
O11564,2024-07-12,C1005,P228,Product 29,Electronics,North,6,253.39,0.0,88.43,1520.34,989.76
O11565,2024-07-13,C1044,P200,Product 1,Electronics,North,1,207.23,0.1,104.52,186.51,81.99
O11566,2024-07-13,C1025,P201,Product 2,Software,South,15,80.89,0.0,49.22,1213.35,475.05
O11567,2024-07-13,C1006,P224,Product 25,Office Supplies,West,14,570.22,0.0,191.49,7983.08,5302.22
O11568,2024-07-14,C1013,P225,Product 26,Furniture,North,10,213.13,0.0,73.51,2131.3,1396.2
O11569,2024-07-14,C1047,P207,Product 8,Office Supplies,North,4,339.87,0.0,183.74,1359.48,624.52
O11570,2024-07-15,C1036,P221,Product 22,Office Supplies,East,18,26.26,0.0,15.92,472.68,186.12
O11571,2024-07-16,C1019,P208,Product 9,Office Supplies,East,3,118.51,0.15,86.83,302.2,41.71
O11572,2024-07-16,C1029,P221,Product 22,Office Supplies,South,10,26.26,0.0,15.92,262.6,103.4
O11573,2024-07-16,C1010,P227,Product 28,Electronics,East,3,59.97,0.0,24.28,179.91,107.07
O11574,2024-07-16,C1029,P216,Product 17,Electronics,South,16,370.37,0.0,147.09,5925.92,3572.48
O11575,2024-07-16,C1030,P222,Product 23,Software,West,19,84.86,0.0,40.78,1612.34,837.52
O11576,2024-07-16,C1028,P210,Product 11,Software,East,5,111.71,0.0,77.24,558.55,172.35
O11577,2024-07-17,C1014,P210,Product 11,Software,South,12,111.71,0.0,77.24,1340.52,413.64
O11578,2024-07-17,C1037,P219,Product 20,Software,South,4,459.87,0.0,188.0,1839.48,1087.48
O11579,2024-07-17,C1055,P226,Product 27,Office Supplies,South,19,127.24,0.0,100.11,2417.56,515.47
O11580,2024-07-17,C1036,P201,Product 2,Software,East,8,80.89,0.05,49.22,614.76,221.0
O11581,2024-07-17,C1009,P217,Product 18,Software,East,18,311.91,0.0,117.62,5614.38,3497.22
O11582,2024-07-17,C1043,P208,Product 9,Office Supplies,East,3,118.51,0.0,86.83,355.53,95.04
O11583,2024-07-17,C1013,P211,Product 12,Office Supplies,North,3,437.23,0.0,150.23,1311.69,861.0
O11584,2024-07-17,C1020,P223,Product 24,Software,South,11,31.6,0.0,19.77,347.6,130.13
O11585,2024-07-18,C1021,P210,Product 11,Software,West,15,111.71,0.0,77.24,1675.65,517.05
O11586,2024-07-18,C1022,P220,Product 21,Electronics,North,12,278.07,0.0,101.91,3336.84,2113.92
O11587,2024-07-18,C1007,P204,Product 5,Office Supplies,West,4,365.41,0.0,149.12,1461.64,865.16
O11588,2024-07-18,C1020,P224,Product 25,Office Supplies,South,19,570.22,0.0,191.49,10834.18,7195.87
O11589,2024-07-19,C1048,P217,Product 18,Software,North,1,311.91,0.0,117.62,311.91,194.29
O11590,2024-07-19,C1005,P216,Product 17,Electronics,North,11,370.37,0.0,147.09,4074.07,2456.08
O11591,2024-07-19,C1011,P213,Product 14,Furniture,West,3,86.81,0.05,56.62,247.41,77.55
O11592,2024-07-19,C1022,P212,Product 13,Furniture,North,2,54.4,0.0,27.16,108.8,54.48
O11593,2024-07-19,C1013,P216,Product 17,Electronics,North,7,370.37,0.0,147.09,2592.59,1562.96
O11594,2024-07-19,C1023,P216,Product 17,Electronics,South,14,370.37,0.0,147.09,5185.18,3125.92
O11595,2024-07-19,C1055,P205,Product 6,Office Supplies,South,18,209.71,0.0,124.1,3774.78,1540.98
O11596,2024-07-20,C1010,P201,Product 2,Software,East,8,80.89,0.1,49.22,582.41,188.65
O11597,2024-07-20,C1011,P221,Product 22,Office Supplies,West,1,26.26,0.1,15.92,23.63,7.71
O11598,2024-07-22,C1022,P210,Product 11,Software,North,8,111.71,0.0,77.24,893.68,275.76
O11599,2024-07-23,C1034,P201,Product 2,Software,West,11,80.89,0.0,49.22,889.79,348.37
O11600,2024-07-23,C1027,P209,Product 10,Office Supplies,North,18,309.61,0.0,108.59,5572.98,3618.36
O11601,2024-07-25,C1003,P221,Product 22,Office Supplies,North,13,26.26,0.0,15.92,341.38,134.42
O11602,2024-07-25,C1048,P226,Product 27,Office Supplies,North,4,127.24,0.0,100.11,508.96,108.52
O11603,2024-07-25,C1046,P229,Product 30,Electronics,West,8,214.73,0.0,140.8,1717.84,591.44
O11604,2024-07-25,C1039,P225,Product 26,Furniture,South,5,213.13,0.0,73.51,1065.65,698.1
O11605,2024-07-26,C1013,P229,Product 30,Electronics,North,7,214.73,0.0,140.8,1503.11,517.51
O11606,2024-07-26,C1041,P220,Product 21,Electronics,East,18,278.07,0.15,101.91,4254.47,2420.09
O11607,2024-07-26,C1006,P217,Product 18,Software,West,12,311.91,0.0,117.62,3742.92,2331.48
O11608,2024-07-27,C1030,P227,Product 28,Electronics,West,5,59.97,0.0,24.28,299.85,178.45
O11609,2024-07-27,C1018,P214,Product 15,Electronics,West,10,367.76,0.15,169.05,3125.96,1435.46
O11610,2024-07-27,C1022,P207,Product 8,Office Supplies,North,3,339.87,0.0,183.74,1019.61,468.39
O11611,2024-07-27,C1041,P228,Product 29,Electronics,East,7,253.39,0.0,88.43,1773.73,1154.72
O11612,2024-07-27,C1017,P218,Product 19,Office Supplies,West,9,203.65,0.0,85.36,1832.85,1064.61
O11613,2024-07-27,C1051,P215,Product 16,Furniture,East,13,215.0,0.0,77.58,2795.0,1786.46
O11614,2024-07-28,C1014,P211,Product 12,Office Supplies,South,19,437.23,0.05,150.23,7892.0,5037.63
O11615,2024-07-28,C1003,P215,Product 16,Furniture,North,8,215.0,0.0,77.58,1720.0,1099.36
O11616,2024-07-28,C1047,P218,Product 19,Office Supplies,North,15,203.65,0.15,85.36,2596.54,1316.14
O11617,2024-07-28,C1002,P209,Product 10,Office Supplies,West,19,309.61,0.05,108.59,5588.46,3525.25
O11618,2024-07-28,C1047,P204,Product 5,Office Supplies,North,9,365.41,0.0,149.12,3288.69,1946.61
O11619,2024-07-30,C1039,P211,Product 12,Office Supplies,South,6,437.23,0.0,150.23,2623.38,1722.0
O11620,2024-07-30,C1001,P211,Product 12,Office Supplies,North,2,437.23,0.1,150.23,787.01,486.55
O11621,2024-07-31,C1054,P200,Product 1,Electronics,South,10,207.23,0.0,104.52,2072.3,1027.1
O11622,2024-07-31,C1043,P221,Product 22,Office Supplies,East,1,26.26,0.05,15.92,24.95,9.03
O11623,2024-08-02,C1026,P207,Product 8,Office Supplies,East,13,339.87,0.0,183.74,4418.31,2029.69
O11624,2024-08-02,C1039,P200,Product 1,Electronics,South,11,207.23,0.0,104.52,2279.53,1129.81
O11625,2024-08-02,C1056,P204,Product 5,Office Supplies,North,17,365.41,0.0,149.12,6211.97,3676.93
O11626,2024-08-02,C1034,P201,Product 2,Software,West,9,80.89,0.0,49.22,728.01,285.03
O11627,2024-08-02,C1053,P217,Product 18,Software,West,7,311.91,0.0,117.62,2183.37,1360.03
O11628,2024-08-03,C1054,P224,Product 25,Office Supplies,South,3,570.22,0.0,191.49,1710.66,1136.19
O11629,2024-08-03,C1010,P213,Product 14,Furniture,East,2,86.81,0.0,56.62,173.62,60.38
O11630,2024-08-04,C1037,P210,Product 11,Software,South,3,111.71,0.0,77.24,335.13,103.41
O11631,2024-08-04,C1039,P207,Product 8,Office Supplies,South,5,339.87,0.0,183.74,1699.35,780.65
O11632,2024-08-04,C1016,P201,Product 2,Software,West,15,80.89,0.05,49.22,1152.68,414.38
O11633,2024-08-09,C1015,P214,Product 15,Electronics,South,14,367.76,0.0,169.05,5148.64,2781.94
O11634,2024-08-10,C1028,P208,Product 9,Office Supplies,East,1,118.51,0.1,86.83,106.66,19.83
O11635,2024-08-15,C1055,P220,Product 21,Electronics,South,5,278.07,0.0,101.91,1390.35,880.8
O11636,2024-08-16,C1056,P224,Product 25,Office Supplies,North,13,570.22,0.0,191.49,7412.86,4923.49
O11637,2024-08-16,C1008,P214,Product 15,Electronics,East,14,367.76,0.0,169.05,5148.64,2781.94
O11638,2024-08-16,C1011,P216,Product 17,Electronics,West,9,370.37,0.0,147.09,3333.33,2009.52
O11639,2024-08-17,C1010,P224,Product 25,Office Supplies,East,17,570.22,0.0,191.49,9693.74,6438.41
O11640,2024-08-17,C1025,P229,Product 30,Electronics,South,4,214.73,0.0,140.8,858.92,295.72
O11641,2024-08-18,C1053,P206,Product 7,Electronics,West,8,235.09,0.0,103.91,1880.72,1049.44
O11642,2024-08-18,C1012,P203,Product 4,Furniture,East,12,477.65,0.0,181.0,5731.8,3559.8
O11643,2024-08-18,C1051,P205,Product 6,Office Supplies,East,11,209.71,0.05,124.1,2191.47,826.37
O11644,2024-08-18,C1010,P215,Product 16,Furniture,East,7,215.0,0.0,77.58,1505.0,961.94
O11645,2024-08-18,C1058,P223,Product 24,Software,South,1,31.6,0.0,19.77,31.6,11.83
O11646,2024-08-23,C1054,P211,Product 12,Office Supplies,South,7,437.23,0.0,150.23,3060.61,2009.0
O11647,2024-08-23,C1025,P206,Product 7,Electronics,South,10,235.09,0.0,103.91,2350.9,1311.8
O11648,2024-08-23,C1044,P207,Product 8,Office Supplies,North,9,339.87,0.0,183.74,3058.83,1405.17
O11649,2024-08-23,C1043,P222,Product 23,Software,East,4,84.86,0.05,40.78,322.47,159.35
O11650,2024-08-24,C1049,P201,Product 2,Software,West,13,80.89,0.0,49.22,1051.57,411.71
O11651,2024-08-26,C1019,P214,Product 15,Electronics,East,8,367.76,0.0,169.05,2942.08,1589.68
O11652,2024-08-26,C1022,P209,Product 10,Office Supplies,North,12,309.61,0.0,108.59,3715.32,2412.24
O11653,2024-08-26,C1024,P207,Product 8,Office Supplies,South,16,339.87,0.0,183.74,5437.92,2498.08
O11654,2024-08-26,C1047,P222,Product 23,Software,North,13,84.86,0.05,40.78,1048.02,517.88
O11655,2024-08-27,C1042,P210,Product 11,Software,West,5,111.71,0.0,77.24,558.55,172.35
O11656,2024-08-27,C1038,P224,Product 25,Office Supplies,East,19,570.22,0.0,191.49,10834.18,7195.87
O11657,2024-08-28,C1038,P205,Product 6,Office Supplies,East,3,209.71,0.15,124.1,534.76,162.46
O11658,2024-08-28,C1007,P204,Product 5,Office Supplies,West,18,365.41,0.0,149.12,6577.38,3893.22
O11659,2024-08-28,C1041,P216,Product 17,Electronics,East,1,370.37,0.0,147.09,370.37,223.28
O11660,2024-08-29,C1059,P229,Product 30,Electronics,South,16,214.73,0.0,140.8,3435.68,1182.88
O11661,2024-08-29,C1028,P209,Product 10,Office Supplies,East,17,309.61,0.0,108.59,5263.37,3417.34
O11662,2024-08-29,C1018,P219,Product 20,Software,West,16,459.87,0.0,188.0,7357.92,4349.92
O11663,2024-08-29,C1052,P223,Product 24,Software,West,8,31.6,0.0,19.77,252.8,94.64
O11664,2024-08-29,C1043,P208,Product 9,Office Supplies,East,4,118.51,0.0,86.83,474.04,126.72
O11665,2024-08-30,C1041,P216,Product 17,Electronics,East,15,370.37,0.0,147.09,5555.55,3349.2
O11666,2024-08-30,C1038,P215,Product 16,Furniture,East,12,215.0,0.0,77.58,2580.0,1649.04
O11667,2024-08-30,C1057,P217,Product 18,Software,South,15,311.91,0.0,117.62,4678.65,2914.35
O11668,2024-08-30,C1055,P219,Product 20,Software,South,3,459.87,0.0,188.0,1379.61,815.61
O11669,2024-08-30,C1007,P221,Product 22,Office Supplies,West,5,26.26,0.1,15.92,118.17,38.57
O11670,2024-08-30,C1056,P224,Product 25,Office Supplies,North,11,570.22,0.0,191.49,6272.42,4166.03
O11671,2024-08-31,C1004,P227,Product 28,Electronics,North,6,59.97,0.0,24.28,359.82,214.14
O11672,2024-08-31,C1021,P208,Product 9,Office Supplies,West,16,118.51,0.0,86.83,1896.16,506.88
O11673,2024-08-31,C1036,P207,Product 8,Office Supplies,East,19,339.87,0.0,183.74,6457.53,2966.47
O11674,2024-08-31,C1039,P217,Product 18,Software,South,2,311.91,0.15,117.62,530.25,295.01
O11675,2024-09-01,C1006,P226,Product 27,Office Supplies,West,12,127.24,0.05,100.11,1450.54,249.22
O11676,2024-09-01,C1053,P216,Product 17,Electronics,West,14,370.37,0.0,147.09,5185.18,3125.92
O11677,2024-09-01,C1019,P224,Product 25,Office Supplies,East,3,570.22,0.0,191.49,1710.66,1136.19
O11678,2024-09-02,C1029,P216,Product 17,Electronics,South,12,370.37,0.0,147.09,4444.44,2679.36
O11679,2024-09-02,C1017,P216,Product 17,Electronics,West,10,370.37,0.0,147.09,3703.7,2232.8
O11680,2024-09-03,C1022,P211,Product 12,Office Supplies,North,17,437.23,0.0,150.23,7432.91,4879.0
O11681,2024-09-03,C1040,P210,Product 11,Software,West,6,111.71,0.0,77.24,670.26,206.82
O11682,2024-09-03,C1036,P229,Product 30,Electronics,East,15,214.73,0.1,140.8,2898.86,786.86
O11683,2024-09-04,C1020,P207,Product 8,Office Supplies,South,8,339.87,0.0,183.74,2718.96,1249.04
O11684,2024-09-04,C1018,P202,Product 3,Office Supplies,West,18,97.88,0.0,36.6,1761.84,1103.04
O11685,2024-09-04,C1047,P214,Product 15,Electronics,North,6,367.76,0.0,169.05,2206.56,1192.26
O11686,2024-09-04,C1048,P217,Product 18,Software,North,16,311.91,0.05,117.62,4741.03,2859.11
O11687,2024-09-04,C1045,P211,Product 12,Office Supplies,East,13,437.23,0.0,150.23,5683.99,3731.0
O11688,2024-09-04,C1036,P200,Product 1,Electronics,East,17,207.23,0.15,104.52,2994.47,1217.63
O11689,2024-09-04,C1016,P219,Product 20,Software,West,7,459.87,0.0,188.0,3219.09,1903.09
O11690,2024-09-04,C1057,P228,Product 29,Electronics,South,7,253.39,0.0,88.43,1773.73,1154.72
O11691,2024-09-04,C1003,P208,Product 9,Office Supplies,North,12,118.51,0.0,86.83,1422.12,380.16
O11692,2024-09-04,C1041,P203,Product 4,Furniture,East,13,477.65,0.05,181.0,5898.98,3545.98
O11693,2024-09-04,C1032,P204,Product 5,Office Supplies,North,7,365.41,0.0,149.12,2557.87,1514.03
O11694,2024-09-04,C1012,P206,Product 7,Electronics,East,11,235.09,0.0,103.91,2585.99,1442.98
O11695,2024-09-04,C1010,P201,Product 2,Software,East,7,80.89,0.15,49.22,481.3,136.76
O11696,2024-09-06,C1001,P206,Product 7,Electronics,North,4,235.09,0.0,103.91,940.36,524.72
O11697,2024-09-06,C1036,P228,Product 29,Electronics,East,16,253.39,0.0,88.43,4054.24,2639.36
O11698,2024-09-08,C1006,P220,Product 21,Electronics,West,12,278.07,0.0,101.91,3336.84,2113.92
O11699,2024-09-11,C1040,P207,Product 8,Office Supplies,West,13,339.87,0.05,183.74,4197.39,1808.77
O11700,2024-09-11,C1025,P229,Product 30,Electronics,South,11,214.73,0.1,140.8,2125.83,577.03
O11701,2024-09-11,C1042,P224,Product 25,Office Supplies,West,7,570.22,0.05,191.49,3791.96,2451.53
O11702,2024-09-11,C1018,P228,Product 29,Electronics,West,11,253.39,0.0,88.43,2787.29,1814.56
O11703,2024-09-11,C1036,P203,Product 4,Furniture,East,6,477.65,0.05,181.0,2722.6,1636.6
O11704,2024-09-14,C1032,P227,Product 28,Electronics,North,7,59.97,0.15,24.28,356.82,186.86
O11705,2024-09-14,C1009,P200,Product 1,Electronics,East,19,207.23,0.0,104.52,3937.37,1951.49
O11706,2024-09-14,C1012,P227,Product 28,Electronics,East,11,59.97,0.0,24.28,659.67,392.59
O11707,2024-09-14,C1017,P204,Product 5,Office Supplies,West,1,365.41,0.0,149.12,365.41,216.29
O11708,2024-09-15,C1028,P213,Product 14,Furniture,East,17,86.81,0.0,56.62,1475.77,513.23
O11709,2024-09-15,C1024,P225,Product 26,Furniture,South,17,213.13,0.0,73.51,3623.21,2373.54
O11710,2024-09-15,C1005,P222,Product 23,Software,North,5,84.86,0.0,40.78,424.3,220.4
O11711,2024-09-15,C1054,P219,Product 20,Software,South,13,459.87,0.0,188.0,5978.31,3534.31
O11712,2024-09-16,C1013,P225,Product 26,Furniture,North,7,213.13,0.0,73.51,1491.91,977.34
O11713,2024-09-16,C1015,P220,Product 21,Electronics,South,14,278.07,0.0,101.91,3892.98,2466.24
O11714,2024-09-16,C1024,P227,Product 28,Electronics,South,8,59.97,0.0,24.28,479.76,285.52
O11715,2024-09-17,C1059,P200,Product 1,Electronics,South,2,207.23,0.0,104.52,414.46,205.42
O11716,2024-09-17,C1048,P209,Product 10,Office Supplies,North,18,309.61,0.0,108.59,5572.98,3618.36
O11717,2024-09-17,C1025,P226,Product 27,Office Supplies,South,13,127.24,0.0,100.11,1654.12,352.69
O11718,2024-09-17,C1046,P226,Product 27,Office Supplies,West,14,127.24,0.0,100.11,1781.36,379.82
O11719,2024-09-19,C1013,P216,Product 17,Electronics,North,3,370.37,0.0,147.09,1111.11,669.84
O11720,2024-09-19,C1016,P211,Product 12,Office Supplies,West,12,437.23,0.1,150.23,4722.08,2919.32
O11721,2024-09-19,C1022,P207,Product 8,Office Supplies,North,17,339.87,0.0,183.74,5777.79,2654.21
O11722,2024-09-19,C1042,P224,Product 25,Office Supplies,West,2,570.22,0.0,191.49,1140.44,757.46
O11723,2024-09-19,C1011,P227,Product 28,Electronics,West,6,59.97,0.05,24.28,341.83,196.15
O11724,2024-09-19,C1000,P210,Product 11,Software,East,13,111.71,0.0,77.24,1452.23,448.11
O11725,2024-09-22,C1014,P217,Product 18,Software,South,9,311.91,0.0,117.62,2807.19,1748.61
O11726,2024-09-22,C1047,P225,Product 26,Furniture,North,8,213.13,0.0,73.51,1705.04,1116.96
O11727,2024-09-24,C1041,P228,Product 29,Electronics,East,6,253.39,0.0,88.43,1520.34,989.76
O11728,2024-09-24,C1011,P200,Product 1,Electronics,West,14,207.23,0.0,104.52,2901.22,1437.94
O11729,2024-09-25,C1038,P210,Product 11,Software,East,12,111.71,0.0,77.24,1340.52,413.64
O11730,2024-09-25,C1030,P206,Product 7,Electronics,West,11,235.09,0.05,103.91,2456.69,1313.68
O11731,2024-09-25,C1055,P212,Product 13,Furniture,South,18,54.4,0.1,27.16,881.28,392.4
O11732,2024-09-25,C1001,P222,Product 23,Software,North,9,84.86,0.0,40.78,763.74,396.72
O11733,2024-09-25,C1005,P214,Product 15,Electronics,North,3,367.76,0.0,169.05,1103.28,596.13
O11734,2024-09-25,C1051,P202,Product 3,Office Supplies,East,11,97.88,0.0,36.6,1076.68,674.08
O11735,2024-09-27,C1049,P205,Product 6,Office Supplies,West,15,209.71,0.05,124.1,2988.37,1126.87
O11736,2024-09-27,C1051,P206,Product 7,Electronics,East,15,235.09,0.05,103.91,3350.03,1791.38
O11737,2024-09-29,C1033,P223,Product 24,Software,South,2,31.6,0.0,19.77,63.2,23.66
O11738,2024-09-29,C1041,P225,Product 26,Furniture,East,7,213.13,0.0,73.51,1491.91,977.34
O11739,2024-09-29,C1055,P204,Product 5,Office Supplies,South,11,365.41,0.0,149.12,4019.51,2379.19
O11740,2024-09-29,C1019,P200,Product 1,Electronics,East,19,207.23,0.0,104.52,3937.37,1951.49
O11741,2024-09-29,C1021,P222,Product 23,Software,West,4,84.86,0.0,40.78,339.44,176.32
O11742,2024-09-30,C1035,P200,Product 1,Electronics,East,1,207.23,0.0,104.52,207.23,102.71
O11743,2024-09-30,C1030,P204,Product 5,Office Supplies,West,11,365.41,0.0,149.12,4019.51,2379.19
O11744,2024-09-30,C1023,P212,Product 13,Furniture,South,16,54.4,0.0,27.16,870.4,435.84
O11745,2024-09-30,C1045,P221,Product 22,Office Supplies,East,2,26.26,0.0,15.92,52.52,20.68
O11746,2024-09-30,C1034,P200,Product 1,Electronics,West,17,207.23,0.0,104.52,3522.91,1746.07
O11747,2024-10-01,C1053,P228,Product 29,Electronics,West,5,253.39,0.0,88.43,1266.95,824.8
O11748,2024-10-01,C1042,P206,Product 7,Electronics,West,10,235.09,0.0,103.91,2350.9,1311.8
O11749,2024-10-01,C1013,P202,Product 3,Office Supplies,North,10,97.88,0.0,36.6,978.8,612.8
O11750,2024-10-01,C1050,P209,Product 10,Office Supplies,North,10,309.61,0.0,108.59,3096.1,2010.2
O11751,2024-10-01,C1029,P200,Product 1,Electronics,South,10,207.23,0.0,104.52,2072.3,1027.1
O11752,2024-10-01,C1026,P223,Product 24,Software,East,7,31.6,0.0,19.77,221.2,82.81
O11753,2024-10-01,C1000,P221,Product 22,Office Supplies,East,2,26.26,0.05,15.92,49.89,18.05
O11754,2024-10-02,C1039,P219,Product 20,Software,South,19,459.87,0.0,188.0,8737.53,5165.53
O11755,2024-10-02,C1021,P203,Product 4,Furniture,West,9,477.65,0.0,181.0,4298.85,2669.85
O11756,2024-10-03,C1008,P211,Product 12,Office Supplies,East,10,437.23,0.05,150.23,4153.69,2651.39
O11757,2024-10-03,C1046,P205,Product 6,Office Supplies,West,19,209.71,0.0,124.1,3984.49,1626.59
O11758,2024-10-03,C1050,P215,Product 16,Furniture,North,5,215.0,0.0,77.58,1075.0,687.1
O11759,2024-10-03,C1036,P204,Product 5,Office Supplies,East,7,365.41,0.05,149.12,2429.98,1386.14
O11760,2024-10-03,C1021,P228,Product 29,Electronics,West,17,253.39,0.0,88.43,4307.63,2804.32
O11761,2024-10-04,C1046,P207,Product 8,Office Supplies,West,1,339.87,0.05,183.74,322.88,139.14
O11762,2024-10-04,C1009,P219,Product 20,Software,East,18,459.87,0.0,188.0,8277.66,4893.66
O11763,2024-10-06,C1017,P203,Product 4,Furniture,West,13,477.65,0.1,181.0,5588.5,3235.5
O11764,2024-10-06,C1057,P226,Product 27,Office Supplies,South,2,127.24,0.0,100.11,254.48,54.26
O11765,2024-10-06,C1009,P208,Product 9,Office Supplies,East,3,118.51,0.05,86.83,337.75,77.26
O11766,2024-10-06,C1059,P200,Product 1,Electronics,South,10,207.23,0.0,104.52,2072.3,1027.1
O11767,2024-10-06,C1004,P214,Product 15,Electronics,North,15,367.76,0.15,169.05,4688.94,2153.19
O11768,2024-10-07,C1055,P225,Product 26,Furniture,South,9,213.13,0.0,73.51,1918.17,1256.58
O11769,2024-10-07,C1033,P211,Product 12,Office Supplies,South,9,437.23,0.0,150.23,3935.07,2583.0
O11770,2024-10-07,C1059,P208,Product 9,Office Supplies,South,17,118.51,0.0,86.83,2014.67,538.56
O11771,2024-10-07,C1040,P205,Product 6,Office Supplies,West,5,209.71,0.0,124.1,1048.55,428.05
O11772,2024-10-08,C1052,P228,Product 29,Electronics,West,14,253.39,0.0,88.43,3547.46,2309.44
O11773,2024-10-08,C1047,P214,Product 15,Electronics,North,8,367.76,0.0,169.05,2942.08,1589.68
O11774,2024-10-09,C1021,P227,Product 28,Electronics,West,4,59.97,0.0,24.28,239.88,142.76
O11775,2024-10-09,C1028,P207,Product 8,Office Supplies,East,6,339.87,0.0,183.74,2039.22,936.78
O11776,2024-10-09,C1017,P217,Product 18,Software,West,10,311.91,0.0,117.62,3119.1,1942.9
O11777,2024-10-09,C1014,P200,Product 1,Electronics,South,7,207.23,0.0,104.52,1450.61,718.97
O11778,2024-10-09,C1033,P219,Product 20,Software,South,10,459.87,0.0,188.0,4598.7,2718.7
O11779,2024-10-10,C1009,P215,Product 16,Furniture,East,1,215.0,0.0,77.58,215.0,137.42
O11780,2024-10-10,C1004,P221,Product 22,Office Supplies,North,1,26.26,0.0,15.92,26.26,10.34
O11781,2024-10-11,C1016,P216,Product 17,Electronics,West,16,370.37,0.0,147.09,5925.92,3572.48
O11782,2024-10-11,C1010,P216,Product 17,Electronics,East,2,370.37,0.0,147.09,740.74,446.56
O11783,2024-10-11,C1058,P227,Product 28,Electronics,South,10,59.97,0.0,24.28,599.7,356.9
O11784,2024-10-13,C1007,P216,Product 17,Electronics,West,15,370.37,0.15,147.09,4722.22,2515.87
O11785,2024-10-13,C1004,P220,Product 21,Electronics,North,13,278.07,0.0,101.91,3614.91,2290.08
O11786,2024-10-13,C1047,P205,Product 6,Office Supplies,North,17,209.71,0.0,124.1,3565.07,1455.37
O11787,2024-10-14,C1035,P201,Product 2,Software,East,5,80.89,0.0,49.22,404.45,158.35
O11788,2024-10-14,C1022,P225,Product 26,Furniture,North,3,213.13,0.0,73.51,639.39,418.86
